id,orders
Brno_1_2024-04-07,6991.425569157089
Brno_1_2024-04-08,6990.917497493246
Brno_1_2024-04-09,6990.922178640527
Brno_1_2024-04-10,6991.13834733462
Brno_1_2024-04-11,6991.760271187696
Brno_1_2024-04-12,6992.506746995219
Brno_1_2024-04-13,6992.654370318409
Brno_1_2024-04-14,6992.178063582544
Brno_1_2024-04-15,6991.595260746033
Brno_1_2024-04-16,6991.139183253777
Brno_1_2024-04-17,6990.960463737934
Brno_1_2024-04-18,6991.251697972359
Brno_1_2024-04-19,6991.759769636202
Brno_1_2024-04-20,6992.034954222805
Brno_1_2024-04-21,6992.038130715602
Brno_1_2024-04-22,6991.902210260616
Brno_1_2024-04-23,6991.6037871214385
Brno_1_2024-04-24,6991.255877568145
Brno_1_2024-04-25,6991.136842680136
Brno_1_2024-04-26,6991.279617672214
Brno_1_2024-04-27,6991.508826705162
Brno_1_2024-04-28,6991.721317354963
Brno_1_2024-04-29,6991.819955815532
Brno_1_2024-04-30,6991.697577250894
Brno_1_2024-05-01,6991.445631216866
Brno_1_2024-05-02,6991.268249171674
Brno_1_2024-05-03,6991.221772066525
Brno_1_2024-05-04,6991.261896186078
Brno_1_2024-05-05,6991.381265441749
Brno_1_2024-05-06,6991.519526470376
Brno_1_2024-05-07,6991.564833288705
Brno_1_2024-05-08,6991.496287917802
Brno_1_2024-05-09,6991.378924868109
Brno_1_2024-05-10,6991.258050957954
Brno_1_2024-05-11,6991.179474557162
Brno_1_2024-05-12,6991.199202249276
Brno_1_2024-05-13,6991.288645599114
Brno_1_2024-05-14,6991.361036198141
Brno_1_2024-05-15,6991.377085845962
Prague_2_2024-03-16,6991.343481895836
Prague_2_2024-03-17,6991.269085090831
Prague_2_2024-03-18,6991.183821336781
Prague_2_2024-03-19,6991.138180150789
Prague_2_2024-03-20,6991.143362849564
Prague_2_2024-03-21,6991.174960593713
Prague_2_2024-03-22,6991.212075404299
Prague_2_2024-03-23,6991.23263901557
Prague_2_2024-03-24,6991.211573852805
Prague_2_2024-03-25,6991.155567269262
Prague_2_2024-03-26,6991.099895053381
Prague_2_2024-03-27,6991.067127022413
Prague_2_2024-03-28,6991.058767830839
Prague_2_2024-03-29,6991.072811272683
Prague_2_2024-03-30,6991.093542067785
Prague_2_2024-03-31,6991.0980560312355
Prague_2_2024-04-01,6991.0794986259425
Prague_2_2024-04-02,6991.046730594973
Prague_2_2024-04-03,6991.00995015205
Prague_2_2024-04-04,6990.9796898785535
Prague_2_2024-04-05,6990.966983907361
Prague_2_2024-04-06,6990.970996319316
Prague_2_2024-04-07,6990.977349304912
Prague_2_2024-04-08,6990.975677466598
Prague_2_2024-04-09,6990.9619683924175
Prague_2_2024-04-10,6990.937225185359
Prague_2_2024-04-11,6990.907968014852
Prague_2_2024-04-12,6990.884896646108
Prague_2_2024-04-13,6990.87252504258
Prague_2_2024-04-14,6990.867509527636
Prague_2_2024-04-15,6990.865001770164
Prague_2_2024-04-16,6990.860320622882
Prague_2_2024-04-17,6990.847781835522
Prague_2_2024-04-18,6990.827552591913
Prague_2_2024-04-19,6990.805149958496
Prague_2_2024-04-20,6990.785923817877
Prague_2_2024-04-21,6990.771546008371
Prague_2_2024-04-22,6990.762852449134
Prague_2_2024-04-23,6990.757001015032
Prague_2_2024-04-24,6990.74880900729
Prague_2_2024-04-25,6990.735768668435
Prague_2_2024-04-26,6990.719050285288
Prague_2_2024-04-27,6990.70099443149
Prague_2_2024-04-28,6990.683272945354
Prague_2_2024-04-29,6990.669062319678
Prague_2_2024-04-30,6990.6583625544645
Prague_2_2024-05-01,6990.649167443733
Prague_2_2024-05-02,6990.638969230014
Prague_2_2024-05-03,6990.626597626484
Prague_2_2024-05-04,6990.611718265483
Prague_2_2024-05-05,6990.594832698504
Prague_2_2024-05-06,6990.578950234515
Prague_2_2024-05-07,6990.565073976502
Prague_2_2024-05-08,6990.553203924468
Prague_2_2024-05-09,6990.542169791591
Prague_2_2024-05-10,6990.530968474883
Prague_2_2024-05-11,6990.518429687522
Prague_2_2024-05-12,6990.504051878015
Prague_2_2024-05-13,6990.489005333183
Prague_2_2024-05-14,6990.474125972181
Prague_2_2024-05-15,6990.460082530339
Prague_3_2024-03-16,6990.4473765591465
Prague_3_2024-03-17,6990.435673690943
Prague_3_2024-03-18,6990.423636455077
Prague_3_2024-03-19,6990.410596116222
Prague_3_2024-03-20,6990.396887042041
Prague_3_2024-03-21,6990.382509232535
Prague_3_2024-03-22,6990.36829860686
Prague_3_2024-03-23,6990.354422348848
Prague_3_2024-03-24,6990.341382009993
Prague_3_2024-03-25,6990.329177590295
Prague_3_2024-03-26,6990.316471619104
Prague_3_2024-03-27,6990.30359846408
Prague_3_2024-03-28,6990.290056573731
Prague_3_2024-03-29,6990.276013131887
Prague_3_2024-03-30,6990.261969690044
Prague_3_2024-03-31,6990.248594983526
Prague_3_2024-04-01,6990.2355546446715
Prague_3_2024-04-02,6990.222514305817
Prague_3_2024-04-03,6990.209641150794
Prague_3_2024-04-04,6990.19676799577
Prague_3_2024-04-05,6990.1832261054205
Prague_3_2024-04-06,6990.169684215071
Prague_3_2024-04-07,6990.155807957059
Prague_3_2024-04-08,6990.142433250541
Prague_3_2024-04-09,6990.129058544024
Prague_3_2024-04-10,6990.116185389001
Prague_3_2024-04-11,6990.103312233977
Prague_3_2024-04-12,6990.089937527459
Prague_3_2024-04-13,6990.076562820941
Prague_3_2024-04-14,6990.063020930592
Prague_3_2024-04-15,6990.049479040243
Prague_3_2024-04-16,6990.036104333725
Prague_3_2024-04-17,6990.022896811039
Prague_3_2024-04-18,6990.009856472184
Prague_3_2024-04-19,6989.996648949498
Prague_3_2024-04-20,6989.983441426812
Prague_3_2024-04-21,6989.970066720294
Prague_3_2024-04-22,6989.956524829944
Prague_3_2024-04-23,6989.943150123427
Prague_3_2024-04-24,6989.929775416909
Prague_3_2024-04-25,6989.916567894223
Prague_3_2024-04-26,6989.903527555368
Prague_3_2024-04-27,6989.89015284885
Prague_3_2024-04-28,6989.876778142332
Prague_3_2024-04-29,6989.8635706196455
Prague_3_2024-04-30,6989.850028729297
Prague_3_2024-05-01,6989.836654022779
Prague_3_2024-05-02,6989.823446500093
Prague_3_2024-05-03,6989.810238977407
Prague_3_2024-05-04,6989.796864270889
Prague_3_2024-05-05,6989.783656748203
Prague_3_2024-05-06,6989.770449225516
Prague_3_2024-05-07,6989.756907335167
Prague_3_2024-05-08,6989.74369981248
Prague_3_2024-05-09,6989.730157922131
Prague_3_2024-05-10,6989.716950399445
Prague_3_2024-05-11,6989.703742876759
Prague_3_2024-05-12,6989.690368170241
Prague_3_2024-05-13,6989.677160647555
Prague_3_2024-05-14,6989.663953124868
Prague_3_2024-05-15,6989.650411234519
Munich_1_2024-03-16,6989.637036528002
Munich_1_2024-03-18,6989.623829005315
Munich_1_2024-03-19,6989.610454298798
Munich_1_2024-03-20,6989.597246776111
Munich_1_2024-03-21,6989.584039253425
Munich_1_2024-03-22,6989.570664546907
Munich_1_2024-03-23,6989.557457024221
Munich_1_2024-03-25,6989.544082317703
Munich_1_2024-03-26,6989.530707611186
Munich_1_2024-03-27,6989.517500088499
Munich_1_2024-03-28,6989.50395819815
Munich_1_2024-03-30,6989.4907506754635
Munich_1_2024-04-02,6989.477543152777
Munich_1_2024-04-03,6989.464335630091
Munich_1_2024-04-04,6989.450960923573
Munich_1_2024-04-05,6989.437753400887
Munich_1_2024-04-06,6989.424378694369
Munich_1_2024-04-08,6989.41083680402
Munich_1_2024-04-09,6989.397796465165
Munich_1_2024-04-10,6989.384254574816
Munich_1_2024-04-11,6989.370879868298
Munich_1_2024-04-12,6989.3578395294435
Munich_1_2024-04-13,6989.344464822925
Munich_1_2024-04-15,6989.3312573002395
Munich_1_2024-04-16,6989.317882593721
Munich_1_2024-04-17,6989.304675071035
Munich_1_2024-04-18,6989.291133180686
Munich_1_2024-04-19,6989.277925658
Munich_1_2024-04-20,6989.264550951482
Munich_1_2024-04-22,6989.251343428796
Munich_1_2024-04-23,6989.237968722278
Munich_1_2024-04-24,6989.224761199592
Munich_1_2024-04-25,6989.211553676905
Munich_1_2024-04-26,6989.198178970388
Munich_1_2024-04-27,6989.184637080039
Munich_1_2024-04-29,6989.17126237352
Munich_1_2024-04-30,6989.158222034665
Munich_1_2024-05-02,6989.144847328148
Munich_1_2024-05-03,6989.131639805461
Munich_1_2024-05-04,6989.118265098944
Munich_1_2024-05-06,6989.105057576257
Munich_1_2024-05-07,6989.09168286974
Munich_1_2024-05-08,6989.078308163222
Munich_1_2024-05-10,6989.065100640536
Munich_1_2024-05-11,6989.051558750187
Munich_1_2024-05-13,6989.0383512275
Munich_1_2024-05-14,6989.025143704814
Munich_1_2024-05-15,6989.011936182127
Frankfurt_1_2024-03-16,6988.99856147561
Frankfurt_1_2024-03-18,6988.985186769092
Frankfurt_1_2024-03-19,6988.971979246406
Frankfurt_1_2024-03-20,6988.958604539888
Frankfurt_1_2024-03-21,6988.945229833371
Frankfurt_1_2024-03-22,6988.9318551268525
Frankfurt_1_2024-03-23,6988.918647604166
Frankfurt_1_2024-03-25,6988.90544008148
Frankfurt_1_2024-03-26,6988.892065374962
Frankfurt_1_2024-03-27,6988.878857852276
Frankfurt_1_2024-03-28,6988.865483145758
Frankfurt_1_2024-03-30,6988.852275623072
Frankfurt_1_2024-04-02,6988.838900916554
Frankfurt_1_2024-04-03,6988.8255262100365
Frankfurt_1_2024-04-04,6988.81231868735
Frankfurt_1_2024-04-05,6988.7989439808325
Frankfurt_1_2024-04-06,6988.785736458146
Frankfurt_1_2024-04-08,6988.772528935459
Frankfurt_1_2024-04-09,6988.759154228942
Frankfurt_1_2024-04-10,6988.745779522424
Frankfurt_1_2024-04-11,6988.732404815906
Frankfurt_1_2024-04-12,6988.71919729322
Frankfurt_1_2024-04-13,6988.705989770534
Frankfurt_1_2024-04-15,6988.692615064016
Frankfurt_1_2024-04-16,6988.67940754133
Frankfurt_1_2024-04-17,6988.666032834812
Frankfurt_1_2024-04-18,6988.652825312126
Frankfurt_1_2024-04-19,6988.639450605608
Frankfurt_1_2024-04-20,6988.62607589909
Frankfurt_1_2024-04-22,6988.612868376404
Frankfurt_1_2024-04-23,6988.599493669886
Frankfurt_1_2024-04-24,6988.5862861472
Frankfurt_1_2024-04-25,6988.573078624513
Frankfurt_1_2024-04-26,6988.559703917996
Frankfurt_1_2024-04-27,6988.546329211478
Frankfurt_1_2024-04-29,6988.532954504961
Frankfurt_1_2024-04-30,6988.5195797984425
Frankfurt_1_2024-05-02,6988.506372275757
Frankfurt_1_2024-05-03,6988.49316475307
Frankfurt_1_2024-05-04,6988.479957230384
Frankfurt_1_2024-05-06,6988.466582523866
Frankfurt_1_2024-05-07,6988.45337500118
Frankfurt_1_2024-05-08,6988.4398331108305
Frankfurt_1_2024-05-10,6988.426625588144
Frankfurt_1_2024-05-11,6988.413083697795
Frankfurt_1_2024-05-13,6988.40004335894
Frankfurt_1_2024-05-14,6988.386835836254
Frankfurt_1_2024-05-15,6988.373461129736
Budapest_1_2024-03-16,6988.3600864232185
Budapest_1_2024-03-17,6988.346878900532
Budapest_1_2024-03-18,6988.3335041940145
Budapest_1_2024-03-19,6988.320129487496
Budapest_1_2024-03-20,6988.306754780979
Budapest_1_2024-03-21,6988.293547258292
Budapest_1_2024-03-22,6988.280172551775
Budapest_1_2024-03-23,6988.266965029088
Budapest_1_2024-03-24,6988.253757506402
Budapest_1_2024-03-25,6988.240382799884
Budapest_1_2024-03-26,6988.227008093367
Budapest_1_2024-03-27,6988.213633386849
Budapest_1_2024-03-28,6988.200425864163
Budapest_1_2024-03-30,6988.187051157644
Budapest_1_2024-04-02,6988.173676451127
Budapest_1_2024-04-03,6988.16046892844
Budapest_1_2024-04-04,6988.147261405755
Budapest_1_2024-04-05,6988.133719515405
Budapest_1_2024-04-06,6988.120679176551
Budapest_1_2024-04-07,6988.107137286201
Budapest_1_2024-04-08,6988.093929763515
Budapest_1_2024-04-09,6988.080722240828
Budapest_1_2024-04-10,6988.067347534311
Budapest_1_2024-04-11,6988.054140011624
Budapest_1_2024-04-12,6988.040765305107
Budapest_1_2024-04-13,6988.02755778242
Budapest_1_2024-04-14,6988.014183075902
Budapest_1_2024-04-15,6988.000808369385
Budapest_1_2024-04-16,6987.98776803053
Budapest_1_2024-04-17,6987.974226140181
Budapest_1_2024-04-18,6987.961018617494
Budapest_1_2024-04-19,6987.9478110948085
Budapest_1_2024-04-20,6987.934603572122
Budapest_1_2024-04-21,6987.9212288656045
Budapest_1_2024-04-22,6987.907854159086
Budapest_1_2024-04-23,6987.8946466364005
Budapest_1_2024-04-24,6987.881271929882
Budapest_1_2024-04-25,6987.867897223365
Budapest_1_2024-04-26,6987.854689700678
Budapest_1_2024-04-27,6987.841314994161
Budapest_1_2024-04-28,6987.828107471474
Budapest_1_2024-04-29,6987.814732764957
Budapest_1_2024-04-30,6987.801692426102
Budapest_1_2024-05-02,6987.788317719584
Budapest_1_2024-05-03,6987.774775829235
Budapest_1_2024-05-04,6987.761401122717
Budapest_1_2024-05-05,6987.74819360003
Budapest_1_2024-05-06,6987.734986077345
Budapest_1_2024-05-07,6987.721778554658
Budapest_1_2024-05-08,6987.708403848141
Budapest_1_2024-05-09,6987.695029141622
Budapest_1_2024-05-10,6987.681821618937
Budapest_1_2024-05-11,6987.668446912418
Budapest_1_2024-05-12,6987.655239389733
Budapest_1_2024-05-13,6987.641864683214
Budapest_1_2024-05-14,6987.628657160529
Budapest_1_2024-05-15,6987.61528245401
